Running in wrapper mode for '20012'
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
<Run 57 expID=2 configID=17 time=37.95 num=0>
